member_id,name,party_id,party,committee_id,district,gender,age,birthdate,elected_time,elected_type,start_date,end_date,exit_reason
7634,추경호,104,미래통합당,2,대구 달성군,남,63,1960-07-29,2,지역구,,,
7635,태영호,106,국민의힘,15,서울 강남구갑,남,61,1962-07-25,1,지역구,,,
7636,하영제,100,무소속,1,경남 사천시남해군하동군,남,70,1954-02-25,1,지역구,,,
7637,하태경,106,국민의힘,15,부산 해운대구갑,남,56,1968-03-29,3,지역구,,,
7638,한기호,104,미래통합당,3,강원 춘천시철원군화천군양구군을,남,71,1952-08-13,3,지역구,,,
7639,한무경,106,국민의힘,20,비례대표,여,66,1958-05-20,1,비례대표,,,
7640,한병도,101,더불어민주당,6,전북 익산시을 ,남,56,1967-12-07,2,지역구,,,
7641,한정애,101,더불어민주당,24,서울 강서구병,여,59,1965-01-08,3,지역구,,,
7642,한준호,101,더불어민주당,12,경기 고양시을,남,50,1974-02-20,1,지역구,,,
8747,허숙정,101,더불어민주당,12,비례대표,여,49,1975-03-19,1,비례대표,,,
7643,허영,101,더불어민주당,14,강원 춘천시철원군화천군양구군갑,남,54,1970-03-29,1,지역구,,,
7644,허은아,106,국민의힘,1,비례대표,여,52,1972-05-26,1,비례대표,,,
7645,허종식,101,더불어민주당,4,인천 동구미추홀구갑,남,62,1962-02-08,1,지역구,,,
7646,홍기원,101,더불어민주당,14,경기 평택시갑,남,59,1964-12-13,1,지역구,,,
7647,홍문표,106,국민의힘,7,충남 홍성군예산군,남,76,1947-10-05,4,지역구,,,
7648,홍석준,106,국민의힘,5,대구 달서구갑,남,58,1966-05-17,1,지역구,,,
7649,홍성국,101,더불어민주당,17,세종특별자치시갑,남,61,1963-02-24,1,지역구,,,
7650,홍영표,109,새로운미래,6,인천 부평구을,남,67,1957-04-30,4,지역구,,,
7651,홍익표,101,더불어민주당,18,서울 중구성동구갑,남,56,1967-11-20,3,지역구,2020-05-30,2024-05-29,
7652,홍정민,101,더불어민주당,5,경기 고양시병,여,45,1978-11-24,1,지역구,,,
7653,홍준표,106,국민의힘,3,대구 수성구을,남,69,1954-12-05,5,지역구,,,
7654,황보승희,112,자유통일당,23,부산 중구영도구,여,47,1976-08-05,1,지역구,,,
7655,황운하,101,더불어민주당,5,대전 중구,남,61,1962-09-10,1,지역구,,,
7656,황희,101,더불어민주당,15,서울 양천구갑,남,56,1967-07-28,2,지역구,,,
